origin_city,destination_city,weight_tons,distance_miles,price_per_ton_mile
Nashville TN,Knoxville TN,0.000435,160.33045577772464,5.219999999999984e-05
Miami FL,Rest of TN,0.00346,5046.048519115745,0.0004152
Laredo TX,Rest of NY,0.002118,1716.6150672768256,0.00025416
Rest of FL,Rest of WA,0.321419,11269.66895030013,0.03857028
Rest of MO,Tucson AZ,1.580556,1203.1851906769698,0.18966671999999998
Houston TX,Austin TX,0.00075,146.72990195638008,8.999999999999995e-05
Seattle WA,Nashville TN,0.192599,1974.655720099241,0.023111879999999998
Rest of KS,Rest of CO,6.548487,413.5650343782327,0.7858184399999999
Idaho,San Francisco CA,0.014921,598.180005070842,0.00179052
Mobile AL,Miami FL,0.007273,9315.530470296884,0.0008727600000000001
Rest of MO,Savannah GA,0.000522,690.754249899109,6.263999999999987e-05
Seattle WA,Rest of CA,7.721165,1994.8197030097272,0.9265398
Orlando FL,North Dakota,0.05056,1668.862698923608,0.006067200000000002
Rest of KS,Columbus OH,5.147772,768.6556541431845,0.6177326399999998
Rest of IL,Nashville TN,0.001812,387.9728209801712,0.00021743999999999992
Cleveland OH,Rest of PA,5.9e-05,684.6641303682813,7.079999999999953e-06
San Francisco CA,San Diego CA,8.248209,458.0286513160705,0.9897850799999998
Rest of IN,Mississippi,3.514951,9167.62319639368,0.42179411999999994
Savannah GA,Rest of MN,0.000442,977.321701864319,5.303999999999991e-05
Charleston SC,Cleveland OH,0.010554,608.4397437889978,0.00126648
Rest of WA,Seattle WA,0.007172,8889.24945162394,0.00086064
Miami FL,Columbus OH,0.209523,991.119936235354,0.02514276
Rest of CA,Baltimore MD,0.178861,448.8984113390004,0.021463319999999998
Rest of SC,Miami FL,0.0014,618.7419659391663,0.00016799999999999994
Los Angeles CA,Rest of IL,0.031122,1746.8195277382142,0.00373464
Rest of CO,Rest of VA,16.567443,1452.9826563121774,1.98809316
Rest of TN,Laredo TX,32.350723,5782.603757260491,3.8820867600000004
Los Angeles CA,San Diego CA,0.00077,111.09265847222484,9.239999999999932e-05
Rest of NE,Detroit MI,0.130286,8064.455683505573,0.01563432
Baltimore MD,Knoxville TN,0.068582,461.8892582504285,0.00822984
Rest of SC,Greenville SC,0.074587,24.308529657886464,0.008950439999999999
Rest of OR,Rest of WA,19.424561,8892.874936879223,2.3309473200000004
Miami FL,Rest of WI,0.181606,1270.5090857663872,0.021792719999999995
Rochester NY,Rest of WI,32.548711,523.8483947140622,3.905845319999999
Cleveland OH,Columbus OH,0.017798,126.33231493667532,0.00213576
Tampa FL,Miami FL,0.003503,204.7559649422746,0.0004203599999999998
Tampa FL,Orlando FL,0.002899,75.4030154931567,0.00034787999999999925
Tampa FL,Miami FL,2.027917,204.7559649422746,0.24335004
Rest of MO,Rest of CA,0.134356,738.4771457438897,0.01612272
Maine,Rest of NH,1.841934,3033.3123104141937,0.22103208
Houston TX,Rest of WA,0.63383,10546.200262623104,0.07605959999999999
Milwaukee WI,Baltimore MD,0.002472,642.758924702711,0.00029664
Rest of CA,Laredo TX,0.670344,1620.1019056662735,0.08044128
Rest of NY,Grand Rapids MI,0.062221,621.8923347953727,0.00746652
Phoenix AZ,Tucson AZ,0.005418,105.9348761349123,0.0006501599999999992
Hartford CT,Seattle WA,0.078238,2435.594213039576,0.009388559999999999
Greenville SC,Charleston SC,0.016249,200.52938407062356,0.0019498799999999995
Detroit MI,North Dakota,0.865225,929.3226470747744,0.103827
West Virginia,Miami FL,0.007827,876.0168363786735,0.00093924
Rest of SC,Rest of TX,0.055665,1021.216683548238,0.0066798
Rest of NY,Mississippi,0.664764,1024.2704037357878,0.07977168
Denver CO,Rest of KY,0.129818,1212.9708840463147,0.015578159999999994
Rest of IN,Rest of NE,5.635256,2211.155105281214,0.6762307200000001
Grand Rapids MI,North Dakota,0.860257,791.4054189194181,0.10323084
Rest of KY,Miami FL,0.007384,837.8276864119696,0.00088608
Miami FL,Nashville TN,0.032246,814.7711935530605,0.0038695199999999996
San Francisco CA,Rest of IL,1.262573,1861.90429724857,0.15150876000000002
Detroit MI,Sacramento CA,0.102531,2025.45915679684,0.012303719999999999
San Diego CA,Los Angeles CA,0.016429,111.09265847222484,0.00197148
Savannah GA,Rest of NC,3.337586,519.9611218519426,0.40051032
Rest of MA,Houston TX,0.91441,1423.256144306615,0.10972919999999999
Tulsa OK,Cleveland OH,4.9e-05,853.6011372351879,5.879999999999994e-06
Milwaukee WI,North Dakota,0.001399,690.7300342827331,0.00016787999999999997
Mississippi,Rest of CA,3.913383,987.2805772298816,0.46960595999999993
Rest of WA,Idaho,16.105899,9336.603805577388,1.9327078800000002
Rest of NY,Rest of CT,0.037003,612.7681835411463,0.00444036
Rest of MI,Miami FL,2.720517,1094.7813934985616,0.32646204
Rest of WI,Los Angeles CA,0.143639,1741.2991911268975,0.017236679999999997
Rest of DE,Baltimore MD,0.284291,4016.667416021304,0.03411492000000001
Detroit MI,Rest of TX,0.009082,1095.3699401050806,0.00108984
San Francisco CA,Rest of PA,0.165037,2140.5352821792144,0.01980444
Rest of OH,Rest of WI,21.085165,359.4251373932368,2.5302198
Birmingham AL,Rest of OR,0.005389,2058.5918155508502,0.00064668
Rest of OR,Rest of WI,0.085858,1775.8944366688174,0.01030296
Montana,Knoxville TN,0.030023,1535.7862219119393,0.0036027599999999996
Houston TX,Rest of WA,2.132655,10546.200262623104,0.2559186
Iowa,Montana,0.227809,886.2013869796237,0.02733708
Raleigh-Durham NC,Rest of MN,1.08608,1027.9633863274723,0.13032959999999996
Tucson AZ,Birmingham AL,0.111019,1407.3008082653962,0.013322279999999997
North Dakota,New Mexico,0.066303,943.2092191535128,0.00795636
Charleston SC,West Virginia,0.133721,395.3632264228977,0.01604652
San Antonio TX,Fresno CA,0.00198,1330.1586766331095,0.0002376
Rest of TX,Tampa FL,0.244218,1148.3879341136794,0.029306159999999994
San Antonio TX,San Diego CA,0.016064,1128.7588097241724,0.0019276799999999993
Wyoming,Rest of CO,0.774244,333.56352342387464,0.09290928
Los Angeles CA,Rest of CO,0.046386,817.0217416077743,0.005566319999999999
Greenville SC,Savannah GA,0.008202,608.0085419630025,0.00098424
Rest of WA,Sacramento CA,0.501975,8994.631916496734,0.06023699999999999
Maine,Miami FL,0.460682,1511.2749700444317,0.055281839999999985
South Dakota,Wichita KS,0.00013,504.8765963960443,1.559999999999982e-05
San Diego CA,North Dakota,0.089152,1347.5903113249483,0.01069824
Wichita KS,San Diego CA,0.023754,1170.7421258550355,0.0028504800000000007
Savannah GA,Atlanta GA,16.955701,712.9475231519264,2.03468412
Beaumont TX,Houston TX,0.084893,79.35966232709066,0.010187159999999999
New Mexico,Milwaukee WI,0.005318,1133.6315273200037,0.00063816
Rest of CO,San Francisco CA,0.001282,959.1913130819868,0.00015383999999999995
Raleigh-Durham NC,Baltimore MD,0.033431,263.77715455974766,0.004011720000000001
Raleigh-Durham NC,Rest of NC,34.260957,153.70720454779857,4.1113148399999995
Maine,Rest of FL,0.090441,1304.103939893955,0.010852919999999999
Rest of AL,Mobile AL,0.214602,9177.314096342869,0.025752239999999996
Phoenix AZ,Wyoming,0.18814,713.5493843421538,0.0225768
Los Angeles CA,San Diego CA,0.002811,111.09265847222484,0.00033731999999999924
Houston TX,Seattle WA,0.087358,1890.5693196303328,0.010482960000000003
Indianapolis IN,Phoenix AZ,0.000497,1499.0654976504177,5.963999999999999e-05
Nashville TN,Mississippi,26.505587,277.2213087598807,3.18067044
West Virginia,Savannah GA,0.001156,345.8368709504436,0.0001387199999999999
Houston TX,Laredo TX,0.032134,295.4127001238546,0.00385608
Fort Wayne IN,Salt Lake City UT,0.129994,1394.7196677402392,0.015599280000000002
San Diego CA,Los Angeles CA,0.000894,111.09265847222484,0.00010727999999999927
Birmingham AL,Maine,0.000698,1264.896767821676,8.376000000000002e-05
Maine,Rest of AZ,3.3e-05,2395.7200004884976,3.959999999999979e-06
Rest of KY,Detroit MI,38.661015,316.60809753640694,4.639321799999999
Baltimore MD,North Dakota,0.08407,1326.4684555241652,0.0100884
Rest of WI,Detroit MI,2.523149,256.0895041625975,0.30277788
North Dakota,Rest of WA,0.046774,9844.811077540931,0.0056128800000000015
Rest of LA,Wyoming,0.090913,1400.61645035285,0.010909559999999999
Maine,Laredo TX,0.011859,2094.686918673377,0.0014230800000000002
Los Angeles CA,San Francisco CA,2.023017,347.54565848377683,0.24276203999999996
San Francisco CA,Sacramento CA,0.175191,74.81065277379628,0.02102292
Houston TX,Seattle WA,0.016244,1890.5693196303328,0.0019492800000000007
Rest of FL,Savannah GA,5.794899,925.475761908556,0.6953878799999998
Rest of CA,Rest of MA,0.002415,440.01757740419015,0.0002898
Detroit MI,Rest of WA,0.102998,10735.007218545166,0.012359760000000001
Rest of CA,Alaska,0.005923,2887.714103668217,0.0007107600000000001
Los Angeles CA,Houston TX,4.911999,1373.528870817464,0.58943988
Rest of OH,North Dakota,0.160117,1041.5486390641397,0.019214039999999998
North Dakota,San Antonio TX,0.142852,1259.848840952201,0.01714224
North Dakota,Atlanta GA,0.018856,1273.740913734733,0.00226272
San Francisco CA,Rest of CA,0.86148,2223.365496058656,0.1033776
Rest of NY,Rest of CT,0.45343,612.7681835411463,0.0544116
San Diego CA,Phoenix AZ,0.139802,299.83266813088363,0.01677624
Nashville TN,Montana,0.047611,1403.9201976545205,0.00571332
Beaumont TX,Denver CO,0.002182,910.2321807493174,0.00026183999999999995
Grand Rapids MI,Orlando FL,14.413383,1021.8407894891378,1.72960596
Corpus Christi TX,Charleston SC,0.002059,1098.340754596367,0.00024708000000000005
Detroit MI,Nashville TN,10.663979,470.0874332882186,1.27967748
Knoxville TN,Tulsa OK,1.610261,675.521201846145,0.19323131999999998
Dayton OH,Los Angeles CA,7.434671,1914.17935143361,0.8921605199999998
San Francisco CA,Tucson AZ,0.5164,752.895071484061,0.061967999999999995
Houston TX,Rest of KS,0.00214,600.9637656988156,0.0002567999999999999
Rest of KY,Wyoming,0.007861,1359.503582228893,0.0009433199999999998
Miami FL,Nashville TN,0.004359,814.7711935530605,0.0005230799999999999
Los Angeles CA,San Diego CA,0.014139,111.09265847222484,0.0016966799999999995
Tulsa OK,Rest of AL,0.214373,685.3584079138033,0.025724760000000003
Maine,Rest of CT,0.000117,1028.682284336685,1.4039999999999945e-05
Rest of CA,Houston TX,0.003019,1349.1681191779055,0.00036228
Rest of IN,Rest of PA,5.543696,9142.299637858569,0.6652435199999999
Nashville TN,Charleston SC,0.014486,454.0040113877741,0.00173832
West Virginia,Greenville SC,0.13097,264.46731866708893,0.0157164
Rest of VA,Rest of CO,6.4e-05,1452.9826563121774,7.679999999999984e-06
Phoenix AZ,Rest of CA,4.443286,1874.9978843273464,0.5331943199999999
Rest of AL,Rest of IL,0.129746,688.0898892382937,0.01556952
Houston TX,Sacramento CA,2.155568,1608.459071114415,0.25866816
Savannah GA,Rest of GA,5.0674,3486.7605394923075,0.608088
Arkansas,Austin TX,0.228228,458.8751415198058,0.02738736
Rest of WA,Rest of TN,0.000146,7895.971553628877,1.7519999999999998e-05
Rest of NC,Atlanta GA,0.045165,225.2674404212191,0.005419799999999999
Maine,Iowa,0.034095,1244.9137575665502,0.004091399999999999
Rest of PA,Birmingham AL,2.976616,145.3398817510192,0.35719392
Rest of TN,Rest of WA,0.000891,7895.971553628877,0.00010691999999999999
Greenville SC,Mississippi,0.181827,440.9137089622457,0.021819239999999997
Tulsa OK,Oklahoma City OK,0.000265,97.70485113267404,3.179999999999965e-05
Birmingham AL,Charleston SC,0.001216,399.15079883768544,0.00014591999999999985
Grand Rapids MI,Cleveland OH,2.0432,227.4750701771308,0.245184
Rest of WA,Rest of IN,0.053976,3461.6728528356875,0.00647712
Baltimore MD,Rest of CT,0.030709,438.7436372206971,0.00368508
Rest of IN,Wyoming,4.66282,8557.459107323908,0.5595384000000001
Cleveland OH,Milwaukee WI,2.147596,335.7645223205167,0.25771152
Idaho,Salt Lake City UT,0.02163,227.10585941657587,0.0025956
Rest of KY,Rest of NC,1.666856,135.58520761629632,0.20002272
Houston TX,Denver CO,1.087558,881.1071725281374,0.13050695999999998
Rest of NE,Baltimore MD,0.01086,8332.973371972335,0.0013032000000000002
Orlando FL,Tampa FL,0.00325,75.4030154931567,0.00038999999999999983
Maine,Rest of AL,0.011194,1287.653686835501,0.00134328
Salt Lake City UT,Rest of OH,0.215814,1581.9587678413884,0.025897679999999992
Los Angeles CA,Milwaukee WI,0.002678,1744.447435279326,0.00032135999999999997
Birmingham AL,Mobile AL,0.021382,9119.73903241901,0.00256584
Rest of KS,Miami FL,0.155502,1316.376369938293,0.018660239999999998
Los Angeles CA,Birmingham AL,3.794833,1804.00469067631,0.45537996
Rest of NY,Baton Rouge LA,0.001378,987.8681595476122,0.00016535999999999995
Savannah GA,Charleston SC,0.000545,732.9006357366322,6.539999999999994e-05
Rest of OR,Milwaukee WI,0.02146,1779.659199546042,0.0025752000000000006
Knoxville TN,Detroit MI,0.605471,442.00082398114176,0.07265651999999999
Detroit MI,Milwaukee WI,3.800835,252.34577437996623,0.45610020000000007
Laredo TX,Rest of TX,0.66229,465.8911292912494,0.0794748
Greenville SC,Richmond VA,7.966112,9378.875655533908,0.95593344
Oklahoma City OK,Los Angeles CA,0.005427,1180.895161225763,0.0006512400000000001
Rest of KS,Savannah GA,0.00707,977.321701864319,0.0008483999999999999
Rest of OR,Denver CO,0.037636,960.5387275479768,0.004516320000000001
Baltimore MD,Rest of SC,0.935202,464.8698198749236,0.11222423999999999
Rest of LA,Rest of AL,4.7e-05,246.75580597012168,5.63999999999965e-06
Knoxville TN,Los Angeles CA,0.020491,1941.1247488028969,0.0024589199999999994
Houston TX,Austin TX,4.743983,146.72990195638008,0.5692779600000001
Miami FL,Savannah GA,0.018866,1216.200129359304,0.0022639199999999996
Los Angeles CA,Rest of KS,1.409588,1210.919465353786,0.16915056000000003
Rest of CO,North Dakota,0.018102,644.3095001125928,0.0021722399999999998
Rest of OR,Seattle WA,0.05223,360.6309386201892,0.006267599999999998
Rest of LA,Los Angeles CA,0.199691,1975.4938556825907,0.02396292
Los Angeles CA,Rest of CA,0.004891,2147.207519590654,0.0005869200000000001
Salt Lake City UT,Rest of OR,33.482607,593.059923304269,4.01791284
Rest of NE,South Dakota,0.81545,7588.516309744247,0.097854
Rest of FL,Fort Wayne IN,0.007954,762.8868026362153,0.00095448
Rest of TX,Houston TX,0.001261,427.8731791669677,0.0001513199999999999
North Dakota,Rest of TN,0.011423,4780.61005902945,0.00137076
Austin TX,Rest of WA,0.581977,10400.087238398315,0.06983724000000001
Rest of AL,San Diego CA,0.00019,1866.7362021086944,2.2799999999999985e-05
Laredo TX,Arkansas,14.492194,674.3863911086939,1.7390632799999997
Cleveland OH,Fresno CA,0.011158,2056.045124993725,0.0013389600000000004
Los Angeles CA,Birmingham AL,2.845974,1804.00469067631,0.3415168799999999
Charleston SC,Raleigh-Durham NC,0.065506,223.07294079895848,0.00786072
Savannah GA,Nashville TN,0.057281,625.4894517776788,0.00687372
Laredo TX,Rest of NE,3.88398,8614.573078474856,0.46607760000000004
Rest of GA,Rest of NY,0.650329,3365.1608787521554,0.07803948000000001
Vermont,Rest of GA,0.05435,3149.1045960989577,0.006522000000000001
Rest of NC,Rest of TX,5.830174,1076.5866195691972,0.69962088
Montana,Rest of NY,0.001872,1815.9169681976823,0.00022464000000000004
Baltimore MD,Rest of IL,0.462055,601.7441417439342,0.05544659999999999
Tulsa OK,Denver CO,0.397237,552.3295417682092,0.047668440000000006
Idaho,Cleveland OH,0.032277,1645.1376355908378,0.0038732399999999996
Arkansas,Rest of CO,13.188151,726.0305871608708,1.58257812
North Dakota,Nashville TN,0.006637,1059.4725982773934,0.0007964399999999999
Denver CO,Milwaukee WI,1.936826,915.527111157224,0.23241911999999998
